time,open,close,high,low,volume,Unnamed: 0
1640894040000,7.0472,7.0472,7.0472,7.0472,138.763,
1640897820000,7.0133,7.0133,7.0133,7.0133,7.98347,
1640910420000,7.0144,7.0144,7.0144,7.0144,24.316,
1640916960000,7.0143,6.9373,7.0143,6.9373,5498.602722,
1640917020000,6.9848,6.8651,6.9848,6.8651,463.84089362,
1640920200000,6.8446,6.8653,6.8653,6.8446,1271.65,
1640924160000,6.854,6.854,6.854,6.854,1390.207,
1640925060000,6.7841,6.7926,6.7926,6.7841,681.357,
1640925120000,6.816,6.8366,6.8366,6.816,1273.357,
1640925240000,6.8721,6.8722,6.8722,6.8721,257.719,
1640932140000,6.8383,6.8383,6.8383,6.8383,1388.129,
1640933400000,6.7619,6.7703,6.7703,6.7619,682.463,
1640933460000,6.7619,6.7936,6.7936,6.7619,745.108,
1640938200000,6.7878,6.7878,6.7878,6.7878,14.985,
1640940420000,6.7874,6.7873,6.7874,6.7873,42.61329,
1640940780000,6.8074,6.8074,6.8279,6.8022,1587.78,
1640940840000,6.8074,6.8763,6.8763,6.8074,1333.629,
1640940900000,6.8848,6.9269,6.9269,6.8848,1719.11,
1640941080000,6.9545,6.9599,6.9599,6.9545,200.0,
1640941140000,6.9599,6.9599,6.9599,6.9599,100.0,
1640941260000,6.967,6.967,6.967,6.967,100.0,
1640943240000,6.9751,6.9751,6.9751,6.9751,184.644,
1640944140000,6.9638,6.9638,6.9638,6.9638,123.51,
1640948520000,6.9337,6.9337,6.9337,6.9337,4.8584,
1640953200000,6.9539,6.9539,6.9539,6.9539,38.747,
1640953260000,6.957,6.957,6.957,6.957,33.695,
1640953320000,6.9337,6.954,6.954,6.9337,99.575,
1640953380000,6.9569,6.9569,6.9569,6.9569,22.794,
1640953440000,6.9656,6.9541,6.9656,6.9541,44.117,
1640953500000,6.954,6.954,6.954,6.954,11.617,
1640953560000,6.9514,6.9514,6.9514,6.9514,8.571,
1640956260000,6.9451,6.9451,6.9451,6.9451,54.753,
1640960640000,6.9394,6.9394,6.9394,6.9394,27.886911,
1640960700000,6.9405,6.9405,6.9405,6.9405,15.992823,
1640960760000,6.9412,6.9412,6.9412,6.9412,14.377917,
1640965500000,6.9433,6.9433,6.9433,6.9433,14.403381,
1640971200000,6.8501,6.8501,6.8501,6.8501,205.06907,
1640976180000,6.8565,6.8561,6.8565,6.8561,5.191800000000001,
1640978760000,6.8594,6.8594,6.8594,6.8594,1.11,
1640978820000,6.8594,6.845,6.8594,6.845,595.60447,
1640978880000,6.8457,6.845,6.8457,6.845,112.382,
1640978940000,6.846,6.8451,6.846,6.8451,11.1,
1640979360000,6.834,6.8281,6.834,6.8281,595.95675,
1640979420000,6.8291,6.8281,6.8291,6.8281,371.129,
1640979480000,6.829,6.8277,6.829,6.8277,14.43,
1640980740000,6.8221,6.8078,6.8221,6.8078,592.25788,
1640980860000,6.8091,6.8078,6.8091,6.8078,112.687,
1640980920000,6.8087,6.8073,6.8087,6.8073,15.54,
1640981700000,6.8026,6.8022,6.8026,6.8022,5.0,
1640982900000,6.8063,6.8063,6.8063,6.8063,1.11,
1640985420000,6.8063,6.8051,6.8063,6.8051,13.984000000000002,
1640986380000,6.8068,6.8055,6.8068,6.8055,14.904000000000002,
1640988780000,6.8074,6.8072,6.8074,6.8072,3.0,
1640989800000,6.8074,6.8069,6.8074,6.8069,5.1291,
1640991960000,6.808,6.8076,6.808,6.8076,5.0,
1640993400000,6.8081,6.8081,6.8081,6.8081,16.975986,
1640995620000,6.8088,6.8086,6.8088,6.8086,2.8000000000000003,
1640995680000,6.8088,6.8084,6.8088,6.8084,4.0,
1640996340000,6.8088,6.7946,6.8088,6.7946,305.0,
1640999880000,6.8029,6.8029,6.8029,6.8029,1.11,
1641000180000,6.8029,6.8029,6.8029,6.8029,1.11,
1641000780000,6.803,6.803,6.803,6.803,6.66,
1641000840000,6.803,6.8033,6.8033,6.803,9.99,
1641000900000,6.8033,6.8037,6.8037,6.8033,9.99,
1641000960000,6.8037,6.8041,6.8041,6.8037,9.99,
1641001020000,6.8041,6.8045,6.8045,6.8041,9.99,
1641001080000,6.8045,6.8049,6.8049,6.8045,11.1,
1641001140000,6.8049,6.8053,6.8053,6.8049,9.99,
1641001200000,6.8053,6.8057,6.8057,6.8053,9.99,
1641001260000,6.8057,6.8061,6.8061,6.8057,9.99,
1641001320000,6.8061,6.8065,6.8065,6.8061,9.99,
1641001380000,6.8065,6.8069,6.8069,6.8065,11.1,
1641001440000,6.8069,6.8074,6.8074,6.8069,9.99,
1641001500000,6.8074,6.8078,6.8078,6.8074,9.99,
1641001560000,6.8078,6.8082,6.8082,6.8078,11.1,
1641001620000,6.8082,6.8086,6.8086,6.8082,9.99,
1641001680000,6.8086,6.809,6.809,6.8086,11.1,
1641001740000,6.809,6.8095,6.8095,6.809,9.99,
1641001800000,6.8095,6.8099,6.8099,6.8095,9.99,
1641001860000,6.8099,6.8103,6.8103,6.8099,11.1,
1641001920000,6.8103,6.8107,6.8107,6.8103,9.99,
1641001980000,6.8107,6.8111,6.8111,6.8107,9.99,
1641002040000,6.8111,6.8115,6.8115,6.8111,9.99,
1641002100000,6.8115,6.8119,6.8119,6.8115,9.99,
1641002160000,6.8119,6.8123,6.8123,6.8119,11.1,
1641002220000,6.8123,6.8128,6.8128,6.8123,9.99,
1641002280000,6.8128,6.8132,6.8132,6.8128,9.99,
1641002340000,6.8132,6.8136,6.8136,6.8132,9.99,
1641002400000,6.8136,6.814,6.814,6.8136,9.99,
1641002460000,6.814,6.8144,6.8144,6.814,11.1,
1641002520000,6.8144,6.8148,6.8148,6.8144,9.99,
1641002580000,6.8148,6.8152,6.8152,6.8148,9.99,
1641002640000,6.8152,6.8156,6.8156,6.8152,11.1,
1641002700000,6.8156,6.8161,6.8161,6.8156,7.77,
1641002760000,6.8161,6.8164,6.8164,6.8161,9.99,
1641002820000,6.8164,6.8168,6.8168,6.8164,109.99,
1641002880000,6.8168,6.835,6.835,6.8168,511.1,
1641002940000,6.835,6.8419,6.8419,6.835,209.99,
1641003000000,6.8419,6.8505,6.8505,6.8419,3.33,
1641003420000,6.8423,6.8411,6.8423,6.8411,13.9,
1641003480000,6.842,6.8407,6.842,6.8407,14.817000000000002,
1641007560000,6.8512,6.8512,6.8512,6.8512,212.305,
1641011580000,6.8594,6.8594,6.8594,6.8594,1.11,
1641011640000,6.8594,6.8591,6.8594,6.8591,3.890000000000001,
1641012240000,6.8595,6.8598,6.8598,6.8595,402.234,
1641012300000,6.8598,6.8696,6.8696,6.8598,370.5722,
1641012360000,6.8782,6.8782,6.8782,6.8782,419.302,
1641012540000,6.8841,6.8837,6.8841,6.8837,4.8837,
1641012600000,6.8966,6.923,6.923,6.8966,1742.4056999999998,
1641012780000,6.9548,6.9544,6.9548,6.9544,4.845700000000001,
1641013380000,6.964,6.9585,6.964,6.9585,61.522000000000006,
1641014220000,6.9711,6.9707,6.9711,6.9707,5.0,
1641021060000,6.9595,6.9591,6.9595,6.9591,5.3216,
1641023820000,6.9791,6.9803,6.9803,6.9791,36.272,
1641024000000,6.9591,6.9577,6.9591,6.9539,74.76696000000001,
1641024060000,6.9324,6.9324,6.9324,6.9324,72.23823,
1641024120000,6.9526,6.9526,6.9526,6.9526,31.864,
1641024180000,6.9556,6.9556,6.9556,6.9556,30.031,
1641024720000,6.9556,6.9556,6.9556,6.9556,19.285,
1641024780000,6.9556,6.9556,6.9556,6.9556,17.658,
1641024900000,6.9529,6.9529,6.9529,6.9529,16.084,
1641025080000,6.9529,6.9529,6.9529,6.9529,14.092,
1641025140000,6.9529,6.9529,6.9529,6.9529,10.957,
1641025260000,6.953,6.953,6.953,6.953,11.786,
1641025320000,6.9554,6.9554,6.9554,6.9554,3.59,
1641025380000,6.9328,6.953,6.953,6.9328,57.09679,
1641025620000,6.9531,6.9531,6.9531,6.9531,48.402,
1641025920000,6.9532,6.9532,6.9532,6.9532,40.744,
1641026940000,6.9532,6.9532,6.9532,6.9532,13.331,
1641033120000,6.9258,6.925,6.9258,6.925,9.99,
1641033420000,6.9005,6.9005,6.9005,6.9005,152.63684,
1641035940000,6.9257,6.9257,6.9257,6.9257,53.67,
1641060540000,6.9238,6.9238,6.9238,6.9238,6.187384,
1641105240000,6.9487,6.9487,6.9487,6.9487,14.5,
1641106140000,6.9546,6.9546,6.9546,6.9546,74.603,
1641111000000,6.9548,6.9635,6.9635,6.9548,323.055,
